"level" "taxa" "taxashort" "hex" "R" "G" "B"
"6" "Bacteria.Acidobacteria.Acidobacteriia.Acidobacteriales.Acidobacteriaceae.Terriglobus" "Terriglobus" "#00007B" "0" "0" "0.482758620689655"
"6" "Bacteria.Acidobacteria.Solibacteres.Solibacterales.." "" "#95D34F" "0.586206896551724" "0.827586206896552" "0.310344827586207"
"6" "Bacteria.Acidobacteria.Solibacteres.Solibacterales.Solibacteraceae.Candidatus Solibacter" "Candidatus Solibacter" "#F69EDC" "0.96551724137931" "0.620689655172414" "0.862068965517241"
"6" "Bacteria.Acidobacteria.Sva0725.Sva0725.." "" "#D312FF" "0.827586206896552" "0.0689655172413793" "1"
"6" "Bacteria.Acidobacteria.[Chloracidobacteria].11-24.." "" "#7B1A6A" "0.482758620689655" "0.103448275862069" "0.413793103448276"
"6" "Bacteria.Acidobacteria.[Chloracidobacteria].DS-100.." "" "#F61261" "0.96551724137931" "0.0689655172413793" "0.379310344827586"
"6" "Bacteria.Acidobacteria.[Chloracidobacteria].RB41.Ellin6075." "" "#FFC184" "1" "0.758620689655172" "0.517241379310345"
"6" "Bacteria.Acidobacteria.iii1-8.DS-18.." "" "#232309" "0.137931034482759" "0.137931034482759" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.." "" "#8DA77B" "0.551724137931034" "0.655172413793103" "0.482758620689655"
"6" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.C111." "" "#F68409" "0.96551724137931" "0.517241379310345" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.Iamiaceae." "" "#847200" "0.517241379310345" "0.448275862068966" "0"
"6" "Bacteria.Actinobacteria.Acidimicrobiia.Acidimicrobiales.Microthrixaceae." "" "#72F6FF" "0.448275862068966" "0.96551724137931" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Other.Other" "Actinomycetales;Other;Other" "#9EC1FF" "0.620689655172414" "0.758620689655172" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.." "" "#72617B" "0.448275862068966" "0.379310344827586" "0.482758620689655"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.ACK-M1." "" "#9E0000" "0.620689655172414" "0" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae." "" "#004FFF" "0" "0.310344827586207" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.Actinobaculum" "Actinobaculum" "#004695" "0" "0.275862068965517" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.Actinomyces" "Actinomyces" "#D3FF00" "0.827586206896552" "1" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.Mobiluncus" "Mobiluncus" "#B94FD3" "0.724137931034483" "0.310344827586207" "0.827586206896552"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.N09" "N09" "#3E001A" "0.241379310344828" "0" "0.103448275862069"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.Trueperella" "Trueperella" "#EDFFB0" "0.931034482758621" "1" "0.689655172413793"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Actinomycetaceae.Varibaculum" "Varibaculum" "#FF7B61" "1" "0.482758620689655" "0.379310344827586"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Beutenbergiaceae.Other" "Beutenbergiaceae;Other" "#46FF7B" "0.275862068965517" "1" "0.482758620689655"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Beutenbergiaceae.Salana" "Salana" "#12A761" "0.0689655172413793" "0.655172413793103" "0.379310344827586"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Bogoriellaceae.Georgenia" "Georgenia" "#D3A7A7" "0.827586206896552" "0.655172413793103" "0.655172413793103"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Brevibacteriaceae.Brevibacterium" "Brevibacterium" "#D34F84" "0.827586206896552" "0.310344827586207" "0.517241379310345"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae.Other" "Cellulomonadaceae;Other" "#6A00C1" "0.413793103448276" "0" "0.758620689655172"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae.Actinotalea" "Actinotalea" "#2C6146" "0.172413793103448" "0.379310344827586" "0.275862068965517"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae.Cellulomonas" "Cellulomonas" "#0095F6" "0" "0.586206896551724" "0.96551724137931"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae.Demequina" "Demequina" "#093E4F" "0.0344827586206897" "0.241379310344828" "0.310344827586207"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Cellulomonadaceae.Oerskovia" "Oerskovia" "#A75809" "0.655172413793103" "0.344827586206897" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Corynebacteriaceae.Corynebacterium" "Corynebacterium" "#72613E" "0.448275862068966" "0.379310344827586" "0.241379310344828"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermabacteraceae.Other" "Dermabacteraceae;Other" "#099500" "0.0344827586206897" "0.586206896551724" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermabacteraceae." "" "#9E6AB9" "0.620689655172414" "0.413793103448276" "0.724137931034483"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermabacteraceae.Brachybacterium" "Brachybacterium" "#FFFF72" "1" "1" "0.448275862068966"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermacoccaceae.Dermacoccus" "Dermacoccus" "#A7F6CA" "0.655172413793103" "0.96551724137931" "0.793103448275862"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermatophilaceae.Other" "Dermatophilaceae;Other" "#95B0B9" "0.586206896551724" "0.689655172413793" "0.724137931034483"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dermatophilaceae.Dermatophilus" "Dermatophilus" "#B0B009" "0.689655172413793" "0.689655172413793" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dietziaceae.Other" "Dietziaceae;Other" "#2C004F" "0.172413793103448" "0" "0.310344827586207"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Dietziaceae.Dietzia" "Dietzia" "#00CAFF" "0" "0.793103448275862" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Frankiaceae." "" "#4F2300" "0.310344827586207" "0.137931034482759" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Geodermatophilaceae.Other" "Geodermatophilaceae;Other" "#00B9A7" "0" "0.724137931034483" "0.655172413793103"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Geodermatophilaceae." "" "#9E0035" "0.620689655172414" "0" "0.206896551724138"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Geodermatophilaceae.Geodermatophilus" "Geodermatophilus" "#4F7BB0" "0.310344827586207" "0.482758620689655" "0.689655172413793"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Geodermatophilaceae.Modestobacter" "Modestobacter" "#1A46C1" "0.103448275862069" "0.275862068965517" "0.758620689655172"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Glycomycetaceae.Glycomyces" "Glycomyces" "#58D300" "0.344827586206897" "0.827586206896552" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Gordoniaceae.Gordonia" "Gordonia" "#729535" "0.448275862068966" "0.586206896551724" "0.206896551724138"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Other" "Intrasporangiaceae;Other" "#E5A735" "0.896551724137931" "0.655172413793103" "0.206896551724138"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae." "" "#F68D95" "0.96551724137931" "0.551724137931034" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Arsenicicoccus" "Arsenicicoccus" "#6A128D" "0.413793103448276" "0.0689655172413793" "0.551724137931034"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Knoellia" "Knoellia" "#E561C1" "0.896551724137931" "0.379310344827586" "0.758620689655172"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Kytococcus" "Kytococcus" "#EDD3FF" "0.931034482758621" "0.827586206896552" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Phycicoccus" "Phycicoccus" "#9EFF9E" "0.620689655172414" "1" "0.620689655172414"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Serinicoccus" "Serinicoccus" "#FF4FF6" "1" "0.310344827586207" "0.96551724137931"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae." "" "#9561FF" "0.586206896551724" "0.379310344827586" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae.Kineococcus" "Kineococcus" "#C1B961" "0.758620689655172" "0.724137931034483" "0.379310344827586"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Other" "Microbacteriaceae;Other" "#ED2C35" "0.931034482758621" "0.172413793103448" "0.206896551724138"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae." "" "#B06A84" "0.689655172413793" "0.413793103448276" "0.517241379310345"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Agromyces" "Agromyces" "#462C58" "0.275862068965517" "0.172413793103448" "0.344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Cryocola" "Cryocola" "#B98458" "0.724137931034483" "0.517241379310345" "0.344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Curtobacterium" "Curtobacterium" "#8D09FF" "0.551724137931034" "0.0344827586206897" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Frigoribacterium" "Frigoribacterium" "#464F00" "0.275862068965517" "0.310344827586207" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Leucobacter" "Leucobacter" "#DCD3B0" "0.862068965517241" "0.827586206896552" "0.689655172413793"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Salinibacterium" "Salinibacterium" "#E595FF" "0.896551724137931" "0.586206896551724" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Yonghaparkia" "Yonghaparkia" "#000009" "0" "0" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae." "" "#613E3E" "0.379310344827586" "0.241379310344828" "0.241379310344828"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Arthrobacter" "Arthrobacter" "#ED0084" "0.931034482758621" "0" "0.517241379310345"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Kocuria" "Kocuria" "#B00095" "0.689655172413793" "0" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Microbispora" "Microbispora" "#6A0000" "0.413793103448276" "0" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Micrococcus" "Micrococcus" "#B9A7FF" "0.724137931034483" "0.655172413793103" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Nesterenkonia" "Nesterenkonia" "#A795C1" "0.655172413793103" "0.586206896551724" "0.758620689655172"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Renibacterium" "Renibacterium" "#842C4F" "0.517241379310345" "0.172413793103448" "0.310344827586207"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Rothia" "Rothia" "#727B72" "0.448275862068966" "0.482758620689655" "0.448275862068966"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Other" "Micromonosporaceae;Other" "#DC4600" "0.862068965517241" "0.275862068965517" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae." "" "#093500" "0.0344827586206897" "0.206896551724138" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Actinoplanes" "Actinoplanes" "#95CA7B" "0.586206896551724" "0.793103448275862" "0.482758620689655"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Pilimelia" "Pilimelia" "#0012D3" "0" "0.0689655172413793" "0.827586206896552"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Mycobacteriaceae.Mycobacterium" "Mycobacterium" "#B9EDFF" "0.724137931034483" "0.931034482758621" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nakamurellaceae." "" "#583E95" "0.344827586206897" "0.241379310344828" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiaceae.Rhodococcus" "Rhodococcus" "#468446" "0.275862068965517" "0.517241379310345" "0.275862068965517"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Other" "Nocardioidaceae;Other" "#B0FF4F" "0.689655172413793" "1" "0.310344827586207"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae." "" "#46CA58" "0.275862068965517" "0.793103448275862" "0.344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Aeromicrobium" "Aeromicrobium" "#E5586A" "0.896551724137931" "0.344827586206897" "0.413793103448276"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Nocardioides" "Nocardioides" "#ED8D46" "0.931034482758621" "0.551724137931034" "0.275862068965517"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiopsaceae.Prauseria" "Prauseria" "#7B4F12" "0.482758620689655" "0.310344827586207" "0.0689655172413793"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Cellulosimicrobium" "Cellulosimicrobium" "#6172CA" "0.379310344827586" "0.448275862068966" "0.793103448275862"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Promicromonospora" "Promicromonospora" "#00FFED" "0" "1" "0.931034482758621"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Xylanimicrobium" "Xylanimicrobium" "#4F9584" "0.310344827586207" "0.586206896551724" "0.517241379310345"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Propionibacteriaceae.Propionibacterium" "Propionibacterium" "#B900CA" "0.724137931034483" "0" "0.793103448275862"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Other" "Pseudonocardiaceae;Other" "#FFDC72" "1" "0.862068965517241" "0.448275862068966"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Actinomycetospora" "Actinomycetospora" "#1223B9" "0.0689655172413793" "0.137931034482759" "0.724137931034483"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Pseudonocardia" "Pseudonocardia" "#A7006A" "0.655172413793103" "0" "0.413793103448276"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Saccharopolyspora" "Saccharopolyspora" "#9E726A" "0.620689655172414" "0.448275862068966" "0.413793103448276"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Sporichthyaceae." "" "#1AB9CA" "0.103448275862069" "0.724137931034483" "0.793103448275862"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae." "" "#002C23" "0" "0.172413793103448" "0.137931034482759"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae.Streptomyces" "Streptomyces" "#958D4F" "0.586206896551724" "0.551724137931034" "0.310344827586207"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Other" "Thermomonosporaceae;Other" "#B0D309" "0.689655172413793" "0.827586206896552" "0.0344827586206897"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Actinomadura" "Actinomadura" "#B94635" "0.724137931034483" "0.275862068965517" "0.206896551724138"
"6" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Yaniellaceae.Yaniella" "Yaniella" "#0072FF" "0" "0.448275862068966" "1"
"6" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Other" "Bifidobacteriaceae;Other" "#FFF600" "1" "0.96551724137931" "0"
"6" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium" "Bifidobacterium" "#61A7CA" "0.379310344827586" "0.655172413793103" "0.793103448275862"
"6" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae." "" "#58D39E" "0.344827586206897" "0.827586206896552" "0.620689655172414"
"6" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Adlercreutzia" "Adlercreutzia" "#7246C1" "0.448275862068966" "0.275862068965517" "0.758620689655172"
"6" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella" "Collinsella" "#8DCAB9" "0.551724137931034" "0.793103448275862" "0.724137931034483"
"6" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Eggerthella" "Eggerthella" "#123561" "0.0689655172413793" "0.206896551724138" "0.379310344827586"
"6" "Bacteria.Actinobacteria.MB-A2-108..." "" "#84FF00" "0.517241379310345" "1" "0"
"6" "Bacteria.Actinobacteria.MB-A2-108.0319-7L14.." "" "#466A7B" "0.275862068965517" "0.413793103448276" "0.482758620689655"
"6" "Bacteria.Actinobacteria.Nitriliruptoria.Euzebyales.Euzebyaceae.Euzebya" "Euzebya" "#002384" "0" "0.137931034482759" "0.517241379310345"
"6" "Bacteria.Actinobacteria.Nitriliruptoria.Nitriliruptorales.Nitriliruptoraceae.Nitriliruptor" "Nitriliruptor" "#46003E" "0.275862068965517" "0" "0.241379310344828"
"6" "Bacteria.Actinobacteria.Rubrobacteria.Rubrobacterales.Rubrobacteraceae.Rubrobacter" "Rubrobacter" "#B04F95" "0.689655172413793" "0.310344827586207" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.AK1AB1_02E." "" "#C14FFF" "0.758620689655172" "0.310344827586207" "1"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.Gaiellaceae." "" "#D3FF8D" "0.827586206896552" "1" "0.551724137931034"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.." "" "#091A58" "0.0344827586206897" "0.103448275862069" "0.344827586206897"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae." "" "#3E463E" "0.241379310344828" "0.275862068965517" "0.241379310344828"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae.Conexibacter" "Conexibacter" "#615895" "0.379310344827586" "0.344827586206897" "0.586206896551724"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Patulibacteraceae." "" "#F6A78D" "0.96551724137931" "0.655172413793103" "0.551724137931034"
"6" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae." "" "#F67BFF" "0.96551724137931" "0.482758620689655" "1"
"6" "Bacteria.Armatimonadetes.Armatimonadia.Armatimonadales.Armatimonadaceae." "" "#E5FFDC" "0.896551724137931" "1" "0.862068965517241"
"6" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae." "" "#FFB0CA" "1" "0.689655172413793" "0.793103448275862"
"6" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae.Chthonomonas" "Chthonomonas" "#7B4672" "0.482758620689655" "0.275862068965517" "0.448275862068966"
"6" "Bacteria.Armatimonadetes.[Fimbriimonadia].[Fimbriimonadales].[Fimbriimonadaceae].Fimbriimonas" "Fimbriimonas" "#B97BFF" "0.724137931034483" "0.482758620689655" "1"
"6" "Bacteria.BRC1.PRR-11..." "" "#619E00" "0.379310344827586" "0.620689655172414" "0"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Other.Other" "Bacteroidales;Other;Other" "#FFB000" "1" "0.689655172413793" "0"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.." "" "#2C1209" "0.172413793103448" "0.0689655172413793" "0.0344827586206897"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.BF311" "BF311" "#58FF4F" "0.344827586206897" "1" "0.310344827586207"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides" "Bacteroides" "#D3CAD3" "0.827586206896552" "0.793103448275862" "0.827586206896552"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Marinilabiaceae." "" "#B07B12" "0.689655172413793" "0.482758620689655" "0.0689655172413793"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae." "" "#843509" "0.517241379310345" "0.206896551724138" "0.0344827586206897"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Paludibacter" "Paludibacter" "#2C8423" "0.172413793103448" "0.517241379310345" "0.137931034482759"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Parabacteroides" "Parabacteroides" "#6A1223" "0.413793103448276" "0.0689655172413793" "0.137931034482759"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Porphyromonas" "Porphyromonas" "#723EFF" "0.448275862068966" "0.241379310344828" "1"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotella" "Prevotella" "#2C2335" "0.172413793103448" "0.137931034482759" "0.206896551724138"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Other" "Rikenellaceae;Other" "#46B0F6" "0.275862068965517" "0.689655172413793" "0.96551724137931"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae." "" "#35E58D" "0.206896551724138" "0.896551724137931" "0.551724137931034"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.S24-7." "" "#FFE59E" "1" "0.896551724137931" "0.620689655172414"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Barnesiellaceae]." "" "#F684B0" "0.96551724137931" "0.517241379310345" "0.689655172413793"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Odoribacteraceae].Butyricimonas" "Butyricimonas" "#61723E" "0.379310344827586" "0.448275862068966" "0.241379310344828"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Odoribacteraceae].Odoribacter" "Odoribacter" "#953E9E" "0.586206896551724" "0.241379310344828" "0.620689655172414"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae]." "" "#C1D358" "0.758620689655172" "0.827586206896552" "0.344827586206897"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae].Paraprevotella" "Paraprevotella" "#B09E84" "0.689655172413793" "0.620689655172414" "0.517241379310345"
"6" "Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.[Paraprevotellaceae].[Prevotella]" "[Prevotella]" "#D37261" "0.827586206896552" "0.448275862068966" "0.379310344827586"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.." "" "#8DF672" "0.551724137931034" "0.96551724137931" "0.448275862068966"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cyclobacteriaceae." "" "#CA9E4F" "0.793103448275862" "0.620689655172414" "0.310344827586207"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae." "" "#00D33E" "0" "0.827586206896552" "0.241379310344828"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Adhaeribacter" "Adhaeribacter" "#B97BB0" "0.724137931034483" "0.482758620689655" "0.689655172413793"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Dyadobacter" "Dyadobacter" "#FF61B0" "1" "0.379310344827586" "0.689655172413793"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Hymenobacter" "Hymenobacter" "#CA233E" "0.793103448275862" "0.137931034482759" "0.241379310344828"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Larkinella" "Larkinella" "#8495DC" "0.517241379310345" "0.586206896551724" "0.862068965517241"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Pontibacter" "Pontibacter" "#230023" "0.137931034482759" "0" "0.137931034482759"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Rhodocytophaga" "Rhodocytophaga" "#9E8D95" "0.620689655172414" "0.551724137931034" "0.586206896551724"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Cytophagaceae.Spirosoma" "Spirosoma" "#466A00" "0.275862068965517" "0.413793103448276" "0"
"6" "Bacteria.Bacteroidetes.Cytophagia.Cytophagales.Flammeovirgaceae." "" "#CA1261" "0.793103448275862" "0.0689655172413793" "0.379310344827586"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Cryomorphaceae.Fluviicola" "Fluviicola" "#006161" "0" "0.379310344827586" "0.379310344827586"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae.Other" "Flavobacteriaceae;Other" "#008461" "0" "0.517241379310345" "0.379310344827586"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae." "" "#4F3E09" "0.310344827586207" "0.241379310344828" "0.0344827586206897"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae.Aequorivita" "Aequorivita" "#61B04F" "0.379310344827586" "0.689655172413793" "0.310344827586207"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae.Capnocytophaga" "Capnocytophaga" "#FF1AFF" "1" "0.103448275862069" "1"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae.Flavobacterium" "Flavobacterium" "#005884" "0" "0.344827586206897" "0.517241379310345"
"6" "Bacteria.Bacteroidetes.Flavobacteriia.Flavobacteriales.Flavobacteriaceae.Gillisia" "Gillisia" "#0061CA" "0" "0.379310344827586" "0.793103448275862"
